"type","text"
"spam","[('[irs  alert]', '[state tax office]', 'medicare services')] little! approved ('tax refund', 'stimulus check', 'child tax credit') of $$919. validate until little: l$1ttle.net"
"spam","little! package ##$616068 requires customs clearance. track at little-redirect.net"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little => pending ('tax refund', 'stimulus check', 'child tax credit') of $$794. claim by little: little-redirect.net"
"spam","fraud warning => $$906 charge from account ****$2783. little little[.]info"
"spam","account notification! $$819 charge from account ****$7067. little l$1ttle.net"
"spam","account notification! $597 transfer from account ****5650. little l1ttle.net"
"spam","urgent! $511 withdrawal from account ****8682. little l1ttle.com"
"spam","[('gov', 'department of treasury', 'social security administration')] little => overdue ('tax refund', 'stimulus check', 'child tax credit') of $$686. secure your little: [URL]"
"spam","[('[irs  alert]', '[state tax office]', 'medicare services')] little! pending ('energy subsidy', 'housing grant', 'pandemic relief') of $553. secure your little: little[.]com"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little! pending ('tax refund', 'stimulus check', 'child tax credit') of $663. respond before little: little-redirect.com"
"spam","little => package ##$937994 requires address confirmation. track at little-redirect.net?id=$88fae$53f-$05aa-$464a-$8bc$0-$74e$6fb$4bb$738"
"spam","fraud  warning - $$472 payment from account ****$9048. little l$1ttle.com"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little! approved ('energy subsidy', 'housing grant', 'pandemic relief') of $957. secure your little: little[.]net"
"spam","account notification - $618 withdrawal from account ****5999. little l1ttle.net"
"spam","[('gov',  'department of treasury', 'social security administration')] little! pending ('tax refund', 'stimulus check', 'child tax credit') of $865. respond before little: little-redirect.net?id=e1777eef-a0c0-4ac9-bfce-fe29d1af9e92"
"spam","security alert - $$280 withdrawal from account ****$1917. little l$1ttle.com"
"spam","little! package ##$241260 requires customs clearance. update information at l$1ttle.com"
"spam","fraud warning! $$834 charge from account ****$3326. little little-redirect.com"
"spam","[('gov', 'department of treasury', 'social security administration')] little => unaccessed ('tax refund', 'stimulus check', 'child tax credit') of $$522. validate until little: little-redirect.com?id=$6eef$5478-$3487-$483b-$8ca$5-fef$5069774c$9"
"spam","[('[irs  alert]', '[state tax office]', 'medicare services')] little! overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $697. secure your little: l1ttle.net"
"spam","little! package ##782698 requires customs clearance. track at little-redirect.net?id=56a5b48c-226a-4761-bc9f-a89baec7b82a"
"spam","little - package ##936321 requires customs clearance. confirm via [URL]"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little! pending ('energy subsidy', 'housing grant', 'pandemic relief') of $379. claim by little: [URL]"
"spam","little => package ##$140901 requires payment verification. confirm via l$1ttle.com"
"spam","little - package ##774301 requires address confirmation. update information at l1ttle.net"
"spam","urgent! $358 withdrawal from account ****8553. little little-redirect.com"
"spam","security alert! $951 withdrawal from account ****7876. little [URL]"
"spam","little - package ##235301 requires payment verification. confirm via [URL]"
"spam","account notification! $189 charge from account ****2461. little little-redirect.com"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little - unsecureed ('energy subsidy', 'housing grant', 'pandemic relief') of $$802. respond before little: l$1ttle.net"
"spam","little - package ##277163 requires payment verification. track at little[.]net"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little => uncollected ('tax refund', 'stimulus check', 'child tax credit') of $129. secure your little: little-redirect.com?id=ec75a55a-8416-4a91-b171-881dabc43838"
"spam","[('gov',  'department of treasury', 'social security administration')] little - pending ('tax refund', 'stimulus check', 'child tax credit') of $210. claim by little: l1ttle.net"
"spam","little! package ##512554 requires address confirmation. update information at l1ttle.net"
"spam","[('[irs  alert]', '[state tax office]', 'medicare services')] little - unsecureed ('energy subsidy', 'housing grant', 'pandemic relief') of $$635. respond before little: [URL]"
"spam","little - package ##597757 requires customs clearance. track at little-redirect.net"
"spam","urgent!  $501 transfer from account ****4940. little [URL]"
"spam","little! package ##$315719 requires address confirmation. confirm via l$1ttle.com"
"spam","fraud  warning => $$824 charge from account ****$7938. little l$1ttle.net"
"spam","little - package ##110246 requires customs clearance. update information at l1ttle.net"
"spam","fraud warning! $$770 charge from account ****$1647. little l$1ttle.com"
"spam","little - package ##$348002 requires payment verification. track at [URL]"
"spam","little  => package ##$736905 requires address confirmation. confirm via l$1ttle.net"
"spam","[('[irs  alert]', '[state tax office]', 'medicare services')] little => approved ('energy subsidy', 'housing grant', 'pandemic relief') of $$358. secure your little: little-redirect.com?id=$12440781-$3449-$4d$16-$9f$1d-$1055afc$3ccde"
"spam","[('gov',  'department of treasury', 'social security administration')] little! approved ('energy subsidy', 'housing grant', 'pandemic relief') of $283. claim by little: little-redirect.net"
"spam","urgent => $$804 charge from account ****$5293. little little-redirect.com"
"spam","[('gov', 'department of treasury', 'social security administration')] little => pending ('energy subsidy', 'housing grant', 'pandemic relief') of $804. validate until little: little-redirect.net?id=661e44b4-3661-4b2c-a70a-2b94325c85f1"
"spam","[('gov', 'department of treasury', 'social security administration')] little! approved ('tax refund', 'stimulus check', 'child tax credit') of $188. secure your little: l1ttle.net"
"spam","fraud warning => $$385 charge from account ****$2997. little little[.]org"
"spam","little - package ##$737829 requires address confirmation. confirm via little-redirect.net"
"spam","little  - package ##$245726 requires address confirmation. update information at [URL]"
"spam","little! package ##747025 requires customs clearance. confirm via l1ttle.net"
"spam","little! package ##$120325 requires customs clearance. confirm via [URL]"
"spam","[('gov', 'department of treasury', 'social security administration')] little! pending ('tax refund', 'stimulus check', 'child tax credit') of $759. secure your little: little-redirect.com"
"spam","little! package ##$763272 requires customs clearance. confirm via l$1ttle.com"
"spam","fraud warning => $157 charge from account ****6323. little l1ttle.net"
"spam","fraud  warning - $692 payment from account ****1720. little little-redirect.com"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little => approved ('energy subsidy', 'housing grant', 'pandemic relief') of $514. secure your little: [URL]"
"spam","little - package ##228161 requires payment verification. track at little-redirect.com?id=85ca24de-3393-4882-9a22-1f9f1bab00e3"
"spam","little  => package ##$607459 requires customs clearance. update information at little-redirect.net?id=$96769431-$7712-$4cea-$9f$42-$33a$939d$1bb$44"
"spam","[('gov', 'department of treasury', 'social security administration')] little - pending ('energy subsidy', 'housing grant', 'pandemic relief') of $$819. validate until little: l$1ttle.com"
"spam","little! package ##$371610 requires customs clearance. track at little[.]com"
"spam","[('gov', 'department of treasury', 'social security administration')] little => uncollected ('energy subsidy', 'housing grant', 'pandemic relief') of $822. validate until little: little-redirect.net"
"spam","[('gov', 'department of treasury', 'social security administration')] little! approved ('tax refund', 'stimulus check', 'child tax credit') of $$721. validate until little: little-redirect.com"
"spam","urgent - $886 transfer from account ****5834. little little-redirect.com"
"spam","account  notification => $539 payment from account ****8908. little l1ttle.net"
"spam","security alert! $749 payment from account ****7672. little [URL]"
"spam","little => package ##151019 requires customs clearance. update information at little-redirect.net?id=370b0839-97e7-43c6-88ac-30b361628cf2"
"spam","account notification - $258 withdrawal from account ****7254. little little-redirect.com"
"spam","little! package ##946662 requires payment verification. confirm via little-redirect.net?id=b5075eb0-0cf1-4af9-8d04-52e29f75e158"
"spam","little - package ##$193497 requires address confirmation. update information at [URL]"
"spam","[('[irs  alert]', '[state tax office]', 'medicare services')] little - approved ('energy subsidy', 'housing grant', 'pandemic relief') of $235. claim by little: [URL]"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little! uncollected ('tax refund', 'stimulus check', 'child tax credit') of $$890. secure your little: l$1ttle.net"
"spam","[('gov', 'department of treasury', 'social security administration')] little => pending ('tax refund', 'stimulus check', 'child tax credit') of $$320. claim by little: [URL]"
"spam","little  - package ##$254287 requires address confirmation. confirm via [URL]"
"spam","account notification => $427 withdrawal from account ****2149. little [URL]"
"spam","urgent! $$743 transfer from account ****$4643. little l$1ttle.net"
"spam","account  notification - $621 transfer from account ****6612. little [URL]"
"spam","little - package ##728362 requires address confirmation. confirm via [URL]"
"spam","fraud warning => $$420 payment from account ****$5562. little [URL]"
"spam","little => package ##548899 requires address confirmation. confirm via [URL]"
"spam","account notification - $$197 payment from account ****$1640. little little[.]org"
"spam","[('gov', 'department of treasury', 'social security administration')] little! approved ('tax refund', 'stimulus check', 'child tax credit') of $$456. secure your little: l$1ttle.com"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little! approved ('tax refund', 'stimulus check', 'child tax credit') of $$161. validate until little: [URL]"
"spam","little! package ##$724983 requires customs clearance. update information at l$1ttle.net"
"spam","little  - package ##$393107 requires payment verification. confirm via l$1ttle.com"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little - approved ('tax refund', 'stimulus check', 'child tax credit') of $196. secure your little: little-redirect.net?id=9c0c9b75-4465-4c71-99a9-4e8e6cf78ee1"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little => uncollected ('tax refund', 'stimulus check', 'child tax credit') of $826. claim by little: [URL]"
"spam","fraud warning - $$468 charge from account ****$8756. little l$1ttle.net"
"spam","[('gov', 'department of treasury', 'social security administration')] little => overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $$766. claim by little: little-redirect.com?id=$3da$47df$8-$7768-$490b-$9426-$5f$59d$4501559"
"spam","[('gov', 'department of treasury', 'social security administration')] little => unsecureed ('energy subsidy', 'housing grant', 'pandemic relief') of $184. respond before little: l1ttle.com"
"spam","[('[irs  alert]', '[state tax office]', 'medicare services')] little! uncollected ('energy subsidy', 'housing grant', 'pandemic relief') of $$724. validate until little: little-redirect.com"
"spam","[('gov', 'department of treasury', 'social security administration')] little! unaccessed ('tax refund', 'stimulus check', 'child tax credit') of $$235. secure your little: l$1ttle.net"
"spam","[('gov', 'department of treasury', 'social security administration')] little - pending ('energy subsidy', 'housing grant', 'pandemic relief') of $757. respond before little: little-redirect.com?id=01c9a8d9-eb59-45ae-a0b7-86598276a7ea"
"spam","little! package ##853034 requires customs clearance. confirm via l1ttle.com"
"spam","little - package ##$449499 requires payment verification. confirm via little-redirect.com?id=$4221c$4fc-ae$53-$4e$43-bdc$7-e$01869f$25ec$6"
"spam","[('gov',  'department of treasury', 'social security administration')] little => approved ('tax refund', 'stimulus check', 'child tax credit') of $$121. claim by little: [URL]"
"spam","fraud warning - $$588 withdrawal from account ****$3361. little little-redirect.com"
"spam","[('gov', 'department of treasury', 'social security administration')] little! pending ('energy subsidy', 'housing grant', 'pandemic relief') of $352. secure your little: little-redirect.com"
"spam","little => package ##318521 requires payment verification. update information at l1ttle.com"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little! unaccessed ('tax refund', 'stimulus check', 'child tax credit') of $169. validate until little: [URL]"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little => approved ('energy subsidy', 'housing grant', 'pandemic relief') of $586. claim by little: [URL]"
"spam","little - package ##$267190 requires customs clearance. update information at l$1ttle.net"
"spam","little  - package ##$717947 requires customs clearance. update information at l$1ttle.net"
"spam","fraud warning => $475 payment from account ****7555. little little-redirect.net?id=a15de065-fcbb-42eb-bfc2-0e82a32594d4"
"spam","[('gov', 'department of treasury', 'social security administration')] little => uncollected ('energy subsidy', 'housing grant', 'pandemic relief') of $332. validate until little: l1ttle.com"
"spam","little => package ##312567 requires customs clearance. confirm via l1ttle.net"
"spam","fraud  warning! $$426 payment from account ****$3781. little l$1ttle.com"
"spam","security alert - $939 transfer from account ****6024. little l1ttle.net"
"spam","security alert! $$693 charge from account ****$2701. little little[.]org"
"spam","little! package ##$941348 requires payment verification. update information at [URL]"
"spam","little - package ##893085 requires payment verification. track at little-redirect.com?id=ff407fd3-6780-4fd2-820b-753072748bbd"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little - unaccessed ('tax refund', 'stimulus check', 'child tax credit') of $$909. validate until little: [URL]"
"spam","security alert => $$506 withdrawal from account ****$3476. little little-redirect.com?id=$9e$48e$55b-$64b$0-$44ce-$9af$2-f$97cece$7bd$4b"
"spam","[('gov',  'department of treasury', 'social security administration')] little => approved ('tax refund', 'stimulus check', 'child tax credit') of $$618. secure your little: little-redirect.net?id=fc$021227-$22e$5-$4190-$847e-ed$64aa$407488"
"spam","account notification - $$122 charge from account ****$6606. little [URL]"
"spam","little - package ##$567470 requires address confirmation. track at [URL]"
"spam","little! package ##574462 requires payment verification. update information at l1ttle.com"
"spam","little!  package ##308363 requires customs clearance. track at l1ttle.com"
"spam","account notification => $706 withdrawal from account ****3957. little l1ttle.com"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little! overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $$790. validate until little: little[.]info"
"spam","[('gov', 'department of treasury', 'social security administration')] little! approved ('tax refund', 'stimulus check', 'child tax credit') of $961. respond before little: l1ttle.net"
"spam","little => package ##923194 requires customs clearance. confirm via l1ttle.net"
"spam","[('gov', 'department of treasury', 'social security administration')] little - uncollected ('energy subsidy', 'housing grant', 'pandemic relief') of $986. claim by little: l1ttle.net"
"spam","[('gov',  'department of treasury', 'social security administration')] little - approved ('energy subsidy', 'housing grant', 'pandemic relief') of $956. secure your little: little-redirect.com"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little! overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $641. respond before little: little-redirect.com"
"spam","security  alert! $676 charge from account ****3622. little l1ttle.com"
"spam","fraud warning! $$201 payment from account ****$4550. little [URL]"
"spam","security alert - $$305 withdrawal from account ****$9034. little little-redirect.com"
"spam","[('gov', 'department of treasury', 'social security administration')] little => overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $792. validate until little: l1ttle.com"
"spam","account  notification! $541 charge from account ****8124. little [URL]"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little => pending ('energy subsidy', 'housing grant', 'pandemic relief') of $514. claim by little: little-redirect.net"
"spam","urgent! $$324 charge from account ****$4702. little little[.]org"
"spam","account  notification! $545 payment from account ****3320. little [URL]"
"spam","[('gov', 'department of treasury', 'social security administration')] little => overdue ('tax refund', 'stimulus check', 'child tax credit') of $$306. validate until little: little-redirect.net?id=$84da$02b$7-fcd$0-$411e-$809a-$25650e$2e$28f$5"
"spam","little - package ##437085 requires customs clearance. confirm via l1ttle.net"
"spam","[('gov', 'department of treasury', 'social security administration')] little - overdue ('tax refund', 'stimulus check', 'child tax credit') of $$109. claim by little: little-redirect.net?id=cfdd$424d-$46f$6-$45d$3-b$484-$33225eb$1c$286"
"spam","urgent => $552 payment from account ****5018. little [URL]"
"spam","little => package ##$318935 requires payment verification. confirm via l$1ttle.com"
"spam","urgent - $129 withdrawal from account ****9701. little [URL]"
"spam","little => package ##$257891 requires customs clearance. update information at [URL]"
"spam","little!  package ##783207 requires customs clearance. confirm via l1ttle.net"
"spam","urgent => $574 transfer from account ****1573. little l1ttle.net"
"spam","[('gov', 'department of treasury', 'social security administration')] little - unaccessed ('tax refund', 'stimulus check', 'child tax credit') of $247. validate until little: [URL]"
"spam","account notification => $$284 charge from account ****$9089. little l$1ttle.com"
"spam","security alert => $$642 payment from account ****$4554. little little-redirect.com"
"spam","little! package ##539360 requires customs clearance. update information at l1ttle.com"
"spam","[('gov', 'department of treasury', 'social security administration')] little! uncollected ('energy subsidy', 'housing grant', 'pandemic relief') of $293. validate until little: little-redirect.com?id=5332ee3d-dc33-461c-a327-83f095400240"
"spam","little => package ##784091 requires payment verification. confirm via little-redirect.com?id=e5788129-10b9-459c-bf19-97494378bbab"
"spam","account notification - $777 transfer from account ****9992. little l1ttle.net"
"spam","security alert! $423 payment from account ****7344. little [URL]"
"spam","little! package ##$589295 requires customs clearance. track at l$1ttle.net"
"spam","little => package ##$760137 requires customs clearance. confirm via [URL]"
"spam","[('gov', 'department of treasury', 'social security administration')] little! approved ('tax refund', 'stimulus check', 'child tax credit') of $$484. claim by little: little[.]net"
"spam","[('gov', 'department of treasury', 'social security administration')] little - unsecureed ('energy subsidy', 'housing grant', 'pandemic relief') of $198. respond before little: little[.]com"
"spam","urgent - $460 charge from account ****5968. little [URL]"
"spam","little => package ##793999 requires address confirmation. update information at [URL]"
"spam","[('gov', 'department of treasury', 'social security administration')] little - approved ('tax refund', 'stimulus check', 'child tax credit') of $828. secure your little: [URL]"
"spam","little - package ##102004 requires payment verification. confirm via little-redirect.com"
"spam","little => package ##924693 requires customs clearance. track at little-redirect.com"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little! overdue ('tax refund', 'stimulus check', 'child tax credit') of $$606. claim by little: little-redirect.com"
"spam","security alert - $$859 transfer from account ****$3194. little [URL]"
"spam","security alert => $874 payment from account ****3317. little l1ttle.net"
"spam","fraud warning - $862 charge from account ****2899. little [URL]"
"spam","little! package ##515259 requires payment verification. update information at l1ttle.net"
"spam","little => package ##590826 requires address confirmation. track at [URL]"
"spam","account notification! $$135 payment from account ****$1794. little little[.]org"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little => approved ('energy subsidy', 'housing grant', 'pandemic relief') of $$712. claim by little: [URL]"
"spam","[('gov', 'department of treasury', 'social security administration')] little => pending ('tax refund', 'stimulus check', 'child tax credit') of $$405. respond before little: l$1ttle.com"
"spam","account notification! $$464 withdrawal from account ****$2150. little l$1ttle.com"
"spam","little! package ##271403 requires payment verification. confirm via l1ttle.net"
"spam","account notification - $348 charge from account ****6512. little l1ttle.net"
"spam","security alert => $300 charge from account ****7757. little little[.]info"
"spam","little! package ##999118 requires customs clearance. track at little-redirect.net"
"spam","[('gov', 'department of treasury', 'social security administration')] little => pending ('tax refund', 'stimulus check', 'child tax credit') of $281. validate until little: l1ttle.com"
"spam","[('gov', 'department of treasury', 'social security administration')] little! unsecureed ('tax refund', 'stimulus check', 'child tax credit') of $$530. claim by little: little[.]com"
"spam","little => package ##$243521 requires payment verification. confirm via little-redirect.net?id=$36394ffa-ac$1e-$4766-$82c$2-a$197ad$1b$79f$4"
"spam","little!  package ##$227105 requires address confirmation. track at l$1ttle.net"
"spam","urgent! $125 charge from account ****3054. little l1ttle.com"
"spam","[('gov',  'department of treasury', 'social security administration')] little! approved ('energy subsidy', 'housing grant', 'pandemic relief') of $$530. claim by little: little-redirect.com?id=$3c$55027e-$62dd-$4909-b$9e$3-$93b$1ea$243316"
"spam","little => package ##290665 requires payment verification. track at little[.]com"
"spam","[('[irs  alert]', '[state tax office]', 'medicare services')] little - unsecureed ('tax refund', 'stimulus check', 'child tax credit') of $$412. claim by little: little-redirect.net?id=$7b$59c$8d$9-$3baa-$4fa$3-a$85a-$34cad$12a$0a$75"
"spam","[('gov', 'department of treasury', 'social security administration')] little - uncollected ('tax refund', 'stimulus check', 'child tax credit') of $347. claim by little: little-redirect.com"
"spam","little => package ##213202 requires payment verification. track at little-redirect.net?id=2479c800-f60d-49c6-877e-3eb0f2067d57"
"spam","little => package ##525334 requires customs clearance. track at l1ttle.net"
"spam","little - package ##$971354 requires payment verification. confirm via l$1ttle.net"
"spam","little => package ##$194655 requires payment verification. update information at l$1ttle.com"
"spam","little! package ##$459645 requires customs clearance. update information at l$1ttle.com"
"spam","little! package ##$596384 requires address confirmation. confirm via l$1ttle.com"
"spam","[('gov', 'department of treasury', 'social security administration')] little! approved ('energy subsidy', 'housing grant', 'pandemic relief') of $$800. secure your little: l$1ttle.com"
"spam","account notification! $$316 payment from account ****$5295. little little[.]org"
"spam","[('gov',  'department of treasury', 'social security administration')] little => pending ('energy subsidy', 'housing grant', 'pandemic relief') of $275. validate until little: l1ttle.net"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little - overdue ('tax refund', 'stimulus check', 'child tax credit') of $560. claim by little: little-redirect.net"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little! overdue ('tax refund', 'stimulus check', 'child tax credit') of $$564. validate until little: little[.]org"
"spam","fraud warning! $$640 payment from account ****$9659. little l$1ttle.net"
"spam","little => package ##$261886 requires customs clearance. confirm via little-redirect.com?id=da$40f$6c$5-$1726-$4cb$5-b$060-$130fc$58846cf"
"spam","urgent - $$554 payment from account ****$2911. little little-redirect.net?id=$136a$17c$2-e$1a$8-$4ce$4-a$8a$4-$45d$3c$9e$26d$53"
"spam","little! package ##435329 requires payment verification. confirm via little-redirect.com?id=f9b7fd2d-6014-4049-8fbd-e9f1904ecb9f"
"spam","little! package ##815046 requires customs clearance. track at little[.]info"
"spam","account notification! $$530 payment from account ****$1945. little little-redirect.com?id=e$412722d-$859d-$4329-$9d$42-$10ae$983b$210b"
"spam","account notification - $$796 transfer from account ****$2019. little [URL]"
"spam","[('[irs  alert]', '[state tax office]', 'medicare services')] little! uncollected ('tax refund', 'stimulus check', 'child tax credit') of $$422. secure your little: l$1ttle.com"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little - approved ('energy subsidy', 'housing grant', 'pandemic relief') of $$531. validate until little: l$1ttle.net"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little => overdue ('tax refund', 'stimulus check', 'child tax credit') of $$844. secure your little: l$1ttle.net"
"spam","fraud warning! $381 payment from account ****3240. little [URL]"
"spam","little! package ##$684023 requires address confirmation. track at l$1ttle.com"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little => overdue ('tax refund', 'stimulus check', 'child tax credit') of $320. claim by little: little[.]org"
"spam","[('gov', 'department of treasury', 'social security administration')] little! overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $482. claim by little: l1ttle.net"
"spam","account notification - $$307 payment from account ****$5282. little little-redirect.net?id=$573702d$9-b$3ba-$4e$65-b$96f-fb$6229e$16345"
"spam","[('gov', 'department of treasury', 'social security administration')] little! unaccessed ('energy subsidy', 'housing grant', 'pandemic relief') of $$295. validate until little: l$1ttle.net"
"spam","[('gov', 'department of treasury', 'social security administration')] little => overdue ('tax refund', 'stimulus check', 'child tax credit') of $$257. validate until little: little-redirect.com?id=cdcbb$536-bf$4e-$4b$1a-a$376-$97b$98e$56cccb"
"spam","little  => package ##509001 requires address confirmation. confirm via little[.]info"
"spam","little  - package ##330102 requires address confirmation. update information at [URL]"
"spam","[('gov', 'department of treasury', 'social security administration')] little => overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $682. claim by little: l1ttle.com"
"spam","little => package ##325170 requires customs clearance. update information at l1ttle.net"
"spam","[('gov', 'department of treasury', 'social security administration')] little - uncollected ('energy subsidy', 'housing grant', 'pandemic relief') of $$222. validate until little: little[.]com"
"spam","security alert! $$108 charge from account ****$9638. little little-redirect.net"
"spam","little => package ##223454 requires payment verification. confirm via little-redirect.com"
"spam","little! package ##$535008 requires address confirmation. track at l$1ttle.net"
"spam","little => package ##176348 requires customs clearance. confirm via l1ttle.com"
"spam","account notification - $$195 withdrawal from account ****$1216. little little-redirect.net"
"spam","[('[irs  alert]', '[state tax office]', 'medicare services')] little! overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $$832. respond before little: [URL]"
"spam","urgent - $488 transfer from account ****1972. little [URL]"
"spam","urgent! $765 charge from account ****8163. little l1ttle.net"
"spam","security alert - $912 charge from account ****6801. little [URL]"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little - pending ('tax refund', 'stimulus check', 'child tax credit') of $$665. secure your little: little-redirect.net"
"spam","fraud  warning - $$457 payment from account ****$4558. little l$1ttle.net"
"spam","little - package ##452960 requires customs clearance. track at little[.]net"
"spam","fraud warning! $$853 transfer from account ****$1237. little little[.]net"
"spam","fraud  warning! $$984 withdrawal from account ****$7314. little l$1ttle.com"
"spam","[('gov',  'department of treasury', 'social security administration')] little! pending ('energy subsidy', 'housing grant', 'pandemic relief') of $$607. respond before little: little-redirect.com?id=b$5b$1b$7e$6-beb$9-$43a$3-$89ac-e$3c$8ca$76fe$53"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little! unaccessed ('energy subsidy', 'housing grant', 'pandemic relief') of $120. respond before little: l1ttle.net"
"spam","little  - package ##462842 requires address confirmation. confirm via l1ttle.net"
"spam","urgent => $554 payment from account ****4256. little l1ttle.com"
"spam","fraud warning - $$782 payment from account ****$8876. little little-redirect.net"
"spam","security  alert! $632 charge from account ****2749. little l1ttle.net"
"spam","[('[irs  alert]', '[state tax office]', 'medicare services')] little! pending ('tax refund', 'stimulus check', 'child tax credit') of $383. respond before little: little[.]com"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little - overdue ('tax refund', 'stimulus check', 'child tax credit') of $$261. claim by little: little-redirect.com?id=$8709e$3ed-$260b-$4bd$4-bbb$8-$2615871d$3918"
"spam","urgent => $386 transfer from account ****6614. little l1ttle.net"
"spam","urgent! $$277 withdrawal from account ****$4087. little [URL]"
"spam","urgent! $$552 payment from account ****$9611. little little-redirect.net"
"spam","little! package ##383842 requires customs clearance. update information at little[.]info"
"spam","little  - package ##$491151 requires customs clearance. track at little-redirect.net"
"spam","urgent! $$992 charge from account ****$3717. little little[.]org"
"spam","account notification! $$703 transfer from account ****$8150. little little[.]info"
"spam","little  - package ##$757869 requires customs clearance. confirm via little-redirect.net?id=ff$6dbf$60-f$815-$4e$9b-$9334-b$473089ef$3f$6"
"spam","security alert! $$749 withdrawal from account ****$4905. little l$1ttle.com"
"spam","little - package ##$435092 requires payment verification. confirm via little[.]com"
"spam","[('gov', 'department of treasury', 'social security administration')] little! overdue ('tax refund', 'stimulus check', 'child tax credit') of $$523. validate until little: little[.]org"
"spam","little! package ##762219 requires payment verification. update information at l1ttle.net"
"spam","account notification - $$881 charge from account ****$1964. little little-redirect.com?id=$0294acf$5-$34f$5-$4dcd-b$1a$5-b$1735716e$49a"
"spam","[('gov',  'department of treasury', 'social security administration')] little! approved ('tax refund', 'stimulus check', 'child tax credit') of $916. claim by little: little-redirect.com"
"spam","little! package ##903084 requires customs clearance. confirm via little-redirect.com?id=7570b8ba-138a-43ca-8828-adeda142809a"
"spam","[('gov',  'department of treasury', 'social security administration')] little => pending ('tax refund', 'stimulus check', 'child tax credit') of $$426. secure your little: [URL]"
"spam","fraud warning => $$784 withdrawal from account ****$6229. little [URL]"
"spam","little - package ##$981695 requires customs clearance. track at little-redirect.com"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little => pending ('energy subsidy', 'housing grant', 'pandemic relief') of $535. secure your little: little[.]net"
"spam","little => package ##885282 requires payment verification. track at [URL]"
"spam","security alert! $985 withdrawal from account ****3592. little l1ttle.net"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little - approved ('energy subsidy', 'housing grant', 'pandemic relief') of $$944. respond before little: l$1ttle.net"
"spam","[('gov', 'department of treasury', 'social security administration')] little - pending ('energy subsidy', 'housing grant', 'pandemic relief') of $716. respond before little: l1ttle.com"
"spam","[('[irs  alert]', '[state tax office]', 'medicare services')] little - pending ('energy subsidy', 'housing grant', 'pandemic relief') of $148. secure your little: l1ttle.net"
"spam","[('gov',  'department of treasury', 'social security administration')] little => pending ('tax refund', 'stimulus check', 'child tax credit') of $942. validate until little: l1ttle.com"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little - approved ('tax refund', 'stimulus check', 'child tax credit') of $$513. respond before little: l$1ttle.net"
"spam","[('[irs  alert]', '[state tax office]', 'medicare services')] little => approved ('tax refund', 'stimulus check', 'child tax credit') of $$147. secure your little: little[.]org"
"spam","fraud warning => $494 charge from account ****4414. little little-redirect.com?id=84c9abfb-3c89-4a82-ad76-e5185823e627"
"spam","security alert - $165 transfer from account ****8552. little little-redirect.net?id=ec4c63de-ed99-4ccc-b6c3-26e9f583aa4e"
"spam","little => package ##$935452 requires customs clearance. confirm via little-redirect.net"
"spam","[('gov', 'department of treasury', 'social security administration')] little - pending ('energy subsidy', 'housing grant', 'pandemic relief') of $477. respond before little: little[.]org"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little! approved ('tax refund', 'stimulus check', 'child tax credit') of $813. validate until little: l1ttle.net"
"spam","little - package ##611358 requires customs clearance. track at l1ttle.net"
"spam","fraud  warning => $$141 charge from account ****$7953. little [URL]"
