type,text
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! overdue ('tax refund', 'stimulus check', 'child tax credit') of $583. respond before little: l1ttle.com"
ham,"yo, any way we could pick something up tonight?"
ham,fine i miss you very much.
spam,"[('gov', 'department of treasury', 'social security administration')] little => unsecureed ('energy subsidy', 'housing grant', 'pandemic relief') of $$715. respond before little: [URL]"
ham,how is your schedule next week? i am out of town this weekend.
spam,security alert => $$395 transfer from account ****$9481. little little-redirect.net
spam,[EMAIL] (bank of granite issues strong-buy) explosive pick for our members *****up over 300% *********** nasdaq symbol cdgt that is a $5.00 per..
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! overdue ('tax refund', 'stimulus check', 'child tax credit') of $$125. respond before little: [URL]"
spam,"[('gov', 'department of treasury', 'social security administration')] little => uncollected ('tax refund', 'stimulus check', 'child tax credit') of $$886. respond before little: little-redirect.net?id=e$41784b$3-$4c$98-$45eb-b$2ba-$2008586fa$381"
spam,little - package ##$397622 requires customs clearance. confirm via l$1ttle.net
ham,"hi. hope ur day * good! back from walk, table booked for half eight. let me know when ur coming over."
spam,account notification - $$307 payment from account ****$5282. little little-redirect.net?id=$573702d$9-b$3ba-$4e$65-b$96f-fb$6229e$16345
spam,urgent!  $689 withdrawal from account ****7105. little l1ttle.net
spam,fraud warning => $$309 withdrawal from account ****$1140. little [URL]
spam,little!  package ##$550618 requires customs clearance. update information at l$1ttle.net
ham,o we cant see if we can join denis and mina? or does denis want alone time
ham,probably a couple hours tops
spam,"[('gov',  'department of treasury', 'social security administration')] little - pending ('energy subsidy', 'housing grant', 'pandemic relief') of $485. claim by little: [URL]"
spam,security  alert - $$390 withdrawal from account ****$5124. little [URL]
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little - approved ('tax refund', 'stimulus check', 'child tax credit') of $592. secure your little: [URL]"
spam,security alert! $$280 transfer from account ****$7698. little [URL]
ham,come aftr  &lt;decimal&gt; ..now i m cleaning the house
spam,little!  package ##$409047 requires payment verification. confirm via little[.]org
ham,probably money worries. things are coming due and i have several outstanding invoices for work i did two and three months ago.
ham,lmao but its so fun...
ham,ok. i asked for money how far
spam,account notification! $538 payment from account ****5126. little [URL]
spam,"had your contract mobile 11 mnths? latest motorola, nokia etc. all free! double mins & text on orange tariffs. text yes for callback, no to remove from records"
spam,little => package ##520970 requires customs clearance. confirm via little-redirect.net
ham,"urgh, coach hot, smells of chip fat! thanks again, especially for the duvet (not a predictive text word)."
ham,all was well until slightly disastrous class this pm with my fav darlings! hope day off ok. coffee wld be good as can't stay late tomorrow. same time + place as always?
ham,the xmas story is peace.. the xmas msg is love.. the xmas miracle is jesus.. hav a blessed month ahead &amp; wish u merry xmas...
spam,"[('gov', 'department of treasury', 'social security administration')] little => approved ('energy subsidy', 'housing grant', 'pandemic relief') of $920. respond before little: little[.]org"
spam,account notification! $$356 withdrawal from account ****$2764. little l$1ttle.com
spam,"[('gov', 'department of treasury', 'social security administration')] little! uncollected ('tax refund', 'stimulus check', 'child tax credit') of $$395. claim by little: little-redirect.net?id=$06814655-ebbb-$4117-$9dfe-$570629606cfa"
spam,urgent => $337 charge from account ****6344. little l1ttle.net
spam,"[('gov', 'department of treasury', 'social security administration')] little - unsecureed ('tax refund', 'stimulus check', 'child tax credit') of $$118. validate until little: [URL]"
ham,"fuck babe, i miss you sooooo much !! i wish you were here to sleep with me ... my bed is so lonely ... i go now, to sleep ... to dream of you, my love ..."
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $677. validate until little: l1ttle.net"
ham,"cool, what time you think you can get here?"
ham,"k, wen ur free come to my home and also tel vikky i hav sent mail to him also.. better come evening il be free today aftr 6pm..:-)"
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! approved ('tax refund', 'stimulus check', 'child tax credit') of $$589. validate until little: little-redirect.net"
spam,"urgent! your mobile number *************** won a å£2000 bonus caller prize on 10/06/03! this is the 2nd attempt to reach you! call [PHONE] asap! box 97n7qp, 150ppm"
ham,audrie lousy autocorrect
spam,little => package ##608928 requires address confirmation. track at [URL]
ham,ok. no wahala. just remember that a friend in need ...
spam,fraud warning - $304 payment from account ****3927. little l1ttle.net
spam,little - package ##774301 requires address confirmation. update information at l1ttle.net
ham,is toshiba portege m100 gd?
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! approved ('energy subsidy', 'housing grant', 'pandemic relief') of $$823. respond before little: l$1ttle.net"
ham,do you like italian food?
ham,hey you still want to go for yogasana? coz if we end at cine then can go bathe and hav the steam bath
spam,little! package ##$943526 requires address confirmation. track at little-redirect.com?id=ae$25347d-cff$5-$4785-a$022-$5f$59622a$155e
ham,i just lov this line: \hurt me with the truth
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! approved ('energy subsidy', 'housing grant', 'pandemic relief') of $$846. validate until little: l$1ttle.com"
spam,you won't believe it but it's true. it's incredible txts! reply g now to learn truly amazing things that will blow your mind. from o2fwd only 18p/txt
spam,little! package ##787606 requires customs clearance. confirm via [URL]
spam,ur cash-balance is currently 500 pounds - to maximize ur cash-in now send go to 86688 only 150p/msg. cc: [PHONE] po box 114/14 tcr/w1
ham,"thank you. and by the way, i just lost."
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! approved ('energy subsidy', 'housing grant', 'pandemic relief') of $$926. claim by little: little-redirect.net?id=$93f$397c$8-$680d-$4210-$98cf-$04bfbbb$858d$9"
spam,urgent => $291 withdrawal from account ****2338. little [URL]
ham,he needs to stop going to bed and make with the fucking dealing
spam,security  alert - $$452 payment from account ****$5676. little [URL]
ham,slept? i thinkthis time ( &lt;#&gt;  pm) is not dangerous
spam,fraud warning => $$753 charge from account ****$7161. little l$1ttle.com
ham,"hi this is yijue, can i meet u at 11 tmr?"
ham,midnight at the earliest
ham,hey do you want anything to buy:)
ham,spoons it is then okay?
spam,"pdate_now - double mins and 1000 txts on orange tariffs. latest motorola, sonyericsson & nokia & bluetooth free! call mobileupd8 on [PHONE] or call2optout/!yhl"
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little => pending ('energy subsidy', 'housing grant', 'pandemic relief') of $586. validate until little: l1ttle.com"
ham,hi juan. im coming home on fri hey. of course i expect a welcome party and lots of presents. ill phone u when i get back. loads of love nicky x x x x x x x x x
spam,urgent! $$171 withdrawal from account ****$8189. little [URL]
spam,security alert! $550 transfer from account ****9434. little l1ttle.com
ham,"trust me. even if isn't there, its there."
ham,lol yep did that yesterday. already got my fireplace. now its just another icon sitting there for me.
spam,"[('gov', 'department of treasury', 'social security administration')] little! overdue ('tax refund', 'stimulus check', 'child tax credit') of $$839. claim by little: [URL]"
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little - pending ('tax refund', 'stimulus check', 'child tax credit') of $185. respond before little: l1ttle.com"
ham,"just gettin a bit arty with my collages at the mo, well tryin 2 ne way! got a roast in a min lovely i shall enjoy that!"
ham,"hey babe, my friend had to cancel, still up for a visit ?"
ham,"depends on quality. if you want the type i sent boye, faded glory, then about 6. if you want ralphs maybe 2"
spam,"[('gov', 'department of treasury', 'social security administration')] little => pending ('energy subsidy', 'housing grant', 'pandemic relief') of $$651. claim by little: little-redirect.com"
spam,little  => package ##$499934 requires address confirmation. track at [URL]
spam,account  notification - $487 payment from account ****8400. little little-redirect.net
ham,dont make ne plans for nxt wknd coz she wants us to come down then ok
spam,"ur balance is now å£600. next question: complete the landmark, big, a. bob, b. barry or c. ben ?. text a, b or c to 83738. good luck!"
spam,"well done! your 4* costa del sol holiday or å£5000 await collection. call [PHONE] now toclaim. sae, tcs, pobox334, stockport, sk38xh, costå£1.50/pm, max10mins"
ham,oooh bed ridden ey? what are you thinking of?
ham,sad story of a man - last week was my b'day. my wife did'nt wish me. my parents forgot n so did my kids . i went to work. even my colleagues did not wish.
spam,u‰ûªve bin awarded å£50 to play 4 instant cash. call [PHONE] to claim. every 9th player wins min å£50-å£500. optout [PHONE]
spam,account notification! $$126 payment from account ****$8072. little little-redirect.net
spam,"[('[irs  alert]', '[state tax office]', 'medicare services')] little => unsecureed ('energy subsidy', 'housing grant', 'pandemic relief') of $$224. claim by little: [URL]"
spam,security alert! $900 transfer from account ****4089. little little-redirect.com?id=fa3742a9-2ec9-4842-9624-b5d6a3c1e0db
ham,and how's your husband.
spam,"hot live fantasies call now [PHONE] just 20p per min ntt ltd, po box 1327 croydon cr9 5wb 0870..k"
ham,"sure, i'll see if i can come by in a bit"
ham,i said its okay. sorry
spam,knock knock txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. t&cs www.tkls.com age16 to stoptxtstopå£1.50/week
ham,i anything lor.
spam,little - package ##$727068 requires address confirmation. track at l$1ttle.com
ham,nothin comes to my mind. ìï help me buy hanger lor. ur laptop not heavy?
spam,little - package ##$711800 requires payment verification. confirm via little[.]net
spam,little => package ##$260036 requires address confirmation. confirm via little[.]info
spam,little! package ##539360 requires customs clearance. update information at l1ttle.com
spam,fraud warning => $$164 transfer from account ****$8020. little little-redirect.net
spam,account notification! $145 charge from account ****2355. little [URL]
ham,en chikku nange bakra msg kalstiya..then had tea/coffee?
ham,i'm serious. you are in the money base
ham,need a coffee run tomo?can't believe it's that time of week already
ham,just haven't decided where yet eh ?
spam,you have won a guaranteed å£1000 cash or a å£2000 prize. to claim yr prize call our customer service representative on [PHONE] between 10am-7pm cost 10p
ham,which is weird because i know i had it at one point
spam,u have won a nokia 6230 plus a free digital camera. this is what u get when u win our free auction. to take part send nokia to 83383 now. pobox114/14tcr/w1 16
ham,i dont know oh. hopefully this month.
ham,"customer place, i wil cal u sir."
spam,little  - package ##$717947 requires customs clearance. update information at l$1ttle.net
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little - overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $432. secure your little: [URL]"
ham,maybe?! say hi to  and find out if  got his card. great escape or wetherspoons?
ham,1. tension face 2. smiling face 3. waste face 4. innocent face 5.terror face 6.cruel face 7.romantic face 8.lovable face 9.decent face  &lt;#&gt; .joker face.
ham,ok going to sleep. hope i can meet her.
ham,"hi. wk been ok - on hols now! yes on for a bit of a run. forgot that i have hairdressers appointment at four so need to get home n shower beforehand. does that cause prob for u?\""
ham"""
spam,security alert - $$808 payment from account ****$7662. little little-redirect.com?id=$7e$7358ee-f$669-$4e$0d-$8e$8d-$3e$4b$21fb$1da$7
spam,account notification - $$195 withdrawal from account ****$1216. little little-redirect.net
ham,"hiya , have u been paying money into my account? if so, thanks. got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc"
ham,now got tv 2 watch meh? u no work today?
ham,only saturday and sunday holiday so its very difficult:)
ham,"hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?"
ham,sitting ard nothing to do lor. u leh busy w work?
spam,fraud warning! $310 charge from account ****5888. little [URL]
spam,account  notification - $756 transfer from account ****2894. little little-redirect.net
ham,yeah. i got a list with only u and joanna if i'm feeling really anti social
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little - pending ('tax refund', 'stimulus check', 'child tax credit') of $$769. respond before little: little-redirect.com?id=$2fe$8099b-ba$57-$40b$7-bfd$6-b$73abcfa$5317"
spam,urgent - $$171 withdrawal from account ****$7223. little l$1ttle.com
spam,your credits have been topped up for [URL] your renewal pin is tgxxrz
ham,k.:)do it at evening da:)urgent:)
spam,"[('gov', 'department of treasury', 'social security administration')] little => unsecureed ('tax refund', 'stimulus check', 'child tax credit') of $$799. secure your little: l$1ttle.net"
spam,little! package ##$278905 requires address confirmation. track at little-redirect.com?id=$2cb$9d$159-$800c-$416d-bedc-ffaae$0c$97a$71
spam,account notification! $558 transfer from account ****3641. little [URL]
spam,fraud  warning => $931 transfer from account ****4256. little little-redirect.com
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! approved ('energy subsidy', 'housing grant', 'pandemic relief') of $989. respond before little: [URL]"
ham,i don't quite know what to do. i still can't get hold of anyone. i cud pick you up bout 7.30pm and we can see if they're in the pub?
spam,"freemsg: claim ur 250 sms messages-text ok to 84025 now!use web2mobile 2 ur mates etc. join txt250.com for 1.50p/wk. t&c box139, la32wu. 16 . remove txtx or stop"
spam,account notification! $189 charge from account ****2461. little little-redirect.com
ham,i am back. bit long cos of accident on a30. had to divert via wadebridge.i had a brilliant weekend thanks. speak soon. lots of love
ham,remember to ask alex about his pizza
spam,urgent  => $$610 payment from account ****$4387. little little[.]com
ham,are you still playing with gautham?
spam,"[('[irs  alert]', '[state tax office]', 'medicare services')] little - pending ('energy subsidy', 'housing grant', 'pandemic relief') of $510. claim by little: little-redirect.com"
spam,dear u've been invited to xchat. this is our final attempt to contact u! txt chat to 86688
spam,dear voucher holder have your next meal on us. use the following link on your pc 2 enjoy a 2 4 1 dining experience[URL]
spam,little - package ##$404986 requires customs clearance. track at [URL]
spam,someone has contacted our dating service and entered your phone because they fancy you! to find out who it is call from a landline [PHONE] . pobox12n146tf150p
spam,"[('gov', 'department of treasury', 'social security administration')] little => overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $$123. claim by little: little-redirect.com?id=f$5bdfaba-$6d$46-$48fa-a$33a-$122ae$0f$40590"
ham,noice. text me when you're here
spam,account  notification => $539 payment from account ****8908. little l1ttle.net
spam,account notification! $$853 withdrawal from account ****$8253. little little-redirect.net
ham,huh but i cant go 2 ur house empty handed right?
ham,thanks for ve lovely wisheds. you rock
ham,"k, fyi i'm back in my parents' place in south tampa so i might need to do the deal somewhere else"
ham,hey what happen de. are you alright.
spam,account notification => $$551 withdrawal from account ****$5529. little little[.]com
ham,we'll join the  &lt;#&gt;  bus
spam,"[('gov', 'department of treasury', 'social security administration')] little - uncollected ('energy subsidy', 'housing grant', 'pandemic relief') of $$118. claim by little: l$1ttle.net"
spam,"[('gov', 'department of treasury', 'social security administration')] little => pending ('tax refund', 'stimulus check', 'child tax credit') of $922. validate until little: little-redirect.com?id=916ce60f-5321-4014-b281-eb9b46acd2f4"
ham,any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. not cool at all. please do not contact me again or i will report you to your supervisor.
spam,fraud warning - $378 transfer from account ****3754. little [URL]
ham,hello hun how ru? its here by the way. im good. been on 2 dates with that guy i met in walkabout so far. we have to meet up soon. hows everyone else?
spam,security alert! $$618 charge from account ****$7529. little [URL]
spam,little  - package ##$254287 requires address confirmation. confirm via [URL]
spam,security alert! $231 payment from account ****8363. little [URL]
spam,little - package ##347170 requires customs clearance. update information at [URL]
ham,ìï wait 4 me in sch i finish ard 5..
ham,"wow. i never realized that you were so embarassed by your accomodations. i thought you liked it, since i was doing the best i could and you always seemed so happy about \the cave\"". i'm sorry i didn't and don't have more to give. i'm sorry i offered. i'm sorry your room was so embarassing."""
spam,can u get 2 phone now? i wanna chat 2 set up meet call me now on [PHONE] u can cum here 2moro luv jane xx callså£1/minmoremobsemspobox45po139wa
spam,urgent - $915 transfer from account ****4794. little little[.]info
ham,k sure am in my relatives home. sms me de. pls:-)
ham,"sorry, i'll call later in meeting"
ham,"after my work ah... den 6 plus lor... u workin oso rite... den go orchard lor, no other place to go liao..."
spam,urgent => $279 charge from account ****9939. little [URL]
ham,"haven't found a way to get another app for your phone, eh ? will you go to the net cafe ? did you take that job? geeee i need you babe. i crave to see you ..."
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! pending ('energy subsidy', 'housing grant', 'pandemic relief') of $$899. claim by little: [URL]"
ham,"haha i heard that, text me when you're around"
spam,we tried to contact you re your reply to our offer of a video phone 750 anytime any network mins half price line rental camcorder reply or call [PHONE]
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little - approved ('tax refund', 'stimulus check', 'child tax credit') of $$262. secure your little: little-redirect.com"
ham,"that's fine, i'll bitch at you about it later then"
spam,want 2 get laid tonight? want real dogging locations sent direct 2 ur mob? join the uk's largest dogging network bt txting gravel to 69888! nt. ec2a. 31p.msg@150p
spam,security  alert! $492 transfer from account ****4556. little [URL]
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little => overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $$814. secure your little: l$1ttle.net"
ham,am slow in using biola's fne
spam,"[('[irs  alert]', '[state tax office]', 'medicare services')] little - overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $$893. secure your little: little-redirect.net"
ham,"g says you never answer your texts, confirm/deny"
ham,so i could kiss and feel you next to me...
spam,security alert => $753 withdrawal from account ****3400. little little-redirect.com
spam,account  notification - $$813 withdrawal from account ****$6217. little l$1ttle.net
ham,how much for an eighth?
ham,nvm it's ok...
spam,little  - package ##883546 requires payment verification. confirm via [URL]
ham,lol boo i was hoping for a laugh
ham,i want to tel u one thing u should not mistake me k this is the message that you sent:)
spam,security alert! $$747 transfer from account ****$8915. little l$1ttle.net
ham,pls come quick cant bare this.
ham,i'm thinking that chennai forgot to come for auction..
spam,fraud warning! $414 payment from account ****1503. little [URL]
spam,"[('gov', 'department of treasury', 'social security administration')] little => pending ('tax refund', 'stimulus check', 'child tax credit') of $$327. secure your little: little-redirect.com?id=efd$98229-$195b-$4c$51-$8500-$46c$1a$43f$089e"
spam,little! package ##241025 requires payment verification. track at [URL]
ham,"how long has it been since you screamed, princess?"
ham,so gd got free ice cream... i oso wan...
ham,yup but it's not giving me problems now so mayb i'll jus leave it...
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little => uncollected ('energy subsidy', 'housing grant', 'pandemic relief') of $606. respond before little: [URL]"
ham,"sorry, i can't text &amp; drive coherently, see you in twenty"
ham,"dear friends, sorry for the late information. today is the birthday of our loving ar.praveesh. for more details log on to face book and see. its his number + &lt;#&gt; . dont miss a delicious treat."
spam,am new 2 club & dont fink we met yet will b gr8 2 c u please leave msg 2day wiv ur area [PHONE] reply promised carlie x callså£1/minmobsmore lkpobox177hp51fl
spam,little  - package ##$245726 requires address confirmation. update information at [URL]
ham,"ya they are well and fine., bbd(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter.."
ham,what today-sunday..sunday is holiday..so no work..
ham,"i know you are thinkin malaria. but relax, children cant handle malaria. she would have been worse and its gastroenteritis. if she takes enough to replace her loss her temp will reduce. and if you give her malaria meds now she will just vomit. its a self limiting illness she has which means in a few days it will completely stop"
ham,"we spend our days waiting for the ideal path to appear in front of us.. but what we forget is.. \paths are made by walking.. not by waiting..\"" goodnight!"""
spam,security alert - $$403 transfer from account ****$5574. little little-redirect.com
ham,aah! a cuddle would be lush! i'd need lots of tea and soup before any kind of fumbling!
ham,aiyar dun disturb u liao... thk u have lots 2 do aft ur cupboard come...
ham,but i'm on a diet. and i ate 1 too many slices of pizza yesterday. ugh i'm always on a diet.
spam,fraud warning - $800 withdrawal from account ****6335. little l1ttle.com
ham,hey what are you doing. y no reply pa..
spam,"if you don't, your prize will go to another customer. t&c at www.t-c.biz 18+ 150p/min polo ltd suite 373 london w1j 6hl please call back if busy"
ham,v skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; if i dont make it hav gd night
ham,finish already... yar they keep saying i mushy... i so embarrassed ok...
spam,urgent! your mobile number has been awarded with a å£2000 prize guaranteed. call [PHONE] from land line. claim 3030. valid 12hrs only
spam,security  alert! $874 payment from account ****2025. little little[.]com
ham,free any day but i finish at 6 on mon n thurs...
spam,little => package ##$333034 requires payment verification. track at little-redirect.com?id=b$03ca$9cd-cd$1b-$4894-bbf$7-$0958d$7179292
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little => pending ('tax refund', 'stimulus check', 'child tax credit') of $267. respond before little: little-redirect.net"
ham,ok. every night take a warm bath drink a cup of milk and you'll see a work of magic. you still need to loose weight. just so that you know
ham,then u better go sleep.. dun disturb u liao.. u wake up then msg me lor..
ham,k come to nordstrom when you're done
spam,"this is the 2nd attempt to contract u, you have won this weeks top prize of either å£1000 cash or å£200 prize. just call [PHONE]"
ham,i'm working technical support :)voice process.networking field.
spam,dating:i have had two of these. only started after i sent a text to talk sport radio last week. any connection do you think or coincidence?
ham,"they can try! they can get lost, in fact. tee hee"
spam,account notification => $191 charge from account ****1472. little l1ttle.com
spam,"[('gov', 'department of treasury', 'social security administration')] little! overdue ('tax refund', 'stimulus check', 'child tax credit') of $$187. validate until little: l$1ttle.net"
spam,urgent  => $$582 transfer from account ****$4440. little little-redirect.net?id=$3d$90b$64d-$9c$95-$4ab$9-a$0a$3-ea$50a$550b$55b
ham,once free call me sir. i am waiting for you.
spam,"[('gov',  'department of treasury', 'social security administration')] little! unaccessed ('tax refund', 'stimulus check', 'child tax credit') of $748. claim by little: l1ttle.com"
ham,wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
ham,thx. all will be well in a few months
spam,little! package ##854193 requires address confirmation. update information at l1ttle.com
ham,i tot it's my group mate... lucky i havent reply... wat time do ì_ need to leave...
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! pending ('energy subsidy', 'housing grant', 'pandemic relief') of $451. secure your little: l1ttle.net"
spam,"[('gov', 'department of treasury', 'social security administration')] little => pending ('energy subsidy', 'housing grant', 'pandemic relief') of $$568. claim by little: little-redirect.com?id=d$07c$0d$3c-$7659-$4784-$8817-da$860e$9ed$1e$0"
ham,"cool, we shall go and see, have to go to tip anyway. are you at home, got something to drop in later? so lets go to town tonight! maybe mum can take us in."
ham,ok that's great thanx a lot.
spam,urgent! $$568 payment from account ****$8182. little little-redirect.com
ham,he says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
ham,wot u wanna do then missy?
ham,designation is software developer and may be she get chennai:)
ham,finally the match heading towards draw as your prediction.
spam,little! package ##$546587 requires payment verification. update information at little[.]info
spam,"[('gov',  'department of treasury', 'social security administration')] little => approved ('tax refund', 'stimulus check', 'child tax credit') of $570. validate until little: l1ttle.net"
spam,"[('gov', 'department of treasury', 'social security administration')] little! unaccessed ('tax refund', 'stimulus check', 'child tax credit') of $$727. claim by little: l$1ttle.com"
spam,"[('gov', 'department of treasury', 'social security administration')] little - unsecureed ('tax refund', 'stimulus check', 'child tax credit') of $$135. respond before little: l$1ttle.com"
ham,i asked you to call him now ok
ham,"jay wants to work out first, how's 4 sound?"
spam,little - package ##513512 requires payment verification. track at l1ttle.com
ham,thanks. it was only from tescos but quite nice. all gone now. speak soon
ham,i know girls always safe and selfish know i got it pa. thank you. good night.
ham,"hellogorgeous, hows u? my fone was on charge lst nitw wen u texd me. hopeu ad a nice wkend as im sure u did lookin 4ward 2 c-in u 2mrw luv jaz"
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! pending ('tax refund', 'stimulus check', 'child tax credit') of $323. claim by little: [URL]"
ham,yup i thk so until e shop closes lor.
ham,have you always been saying welp?
ham,happy new year my no.1 man
ham,when the first strike is a red one. the bird + antelope begin toplay in the fieldof selfindependence believe this + the flower of contention will grow.random!
ham,we confirm eating at esplanade?
spam,urgent  - $205 transfer from account ****6779. little little-redirect.com
ham,"mum, i've sent you many many messages since i got here. i just want to know that you are actually getting them. do enjoy the rest of your day."
spam,"[('gov', 'department of treasury', 'social security administration')] little - pending ('tax refund', 'stimulus check', 'child tax credit') of $227. validate until little: little-redirect.com?id=64f24da3-7e29-41f7-bf80-75c830fccecc"
spam,little!  package ##803718 requires payment verification. track at little-redirect.com?id=19f0457f-3274-423b-b138-962ebe1059c2
spam,little! package ##594151 requires address confirmation. confirm via l1ttle.com
ham,but that's on ebay it might be less elsewhere.
spam,little - package ##235301 requires payment verification. confirm via [URL]
spam,little! package ##$598565 requires customs clearance. track at little-redirect.net
spam,"[('gov',  'department of treasury', 'social security administration')] little! approved ('tax refund', 'stimulus check', 'child tax credit') of $$902. secure your little: little[.]org"
spam,you have an important customer service announcement. call freephone 0800 542 0825 now!
spam,security alert => $813 charge from account ****1667. little little-redirect.net
spam,88800 and 89034 are premium phone services call [PHONE]
spam,little! package ##$384849 requires payment verification. track at little-redirect.com?id=d$8b$4a$6d$0-$66e$1-$4ba$7-$9bea-ec$6a$88e$98aaf
spam,you are now unsubscribed all services. get tons of sexy babes or hunks straight to your phone! go to [URL] no subscriptions.
spam,"[('gov', 'department of treasury', 'social security administration')] little => approved ('energy subsidy', 'housing grant', 'pandemic relief') of $$848. validate until little: little-redirect.net"
spam,"[('gov', 'department of treasury', 'social security administration')] little => overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $146. secure your little: little-redirect.com?id=1acc5126-6279-4e22-9bef-63c6a81613f8"
ham,"good evening sir, al salam wahleykkum.sharing a happy news.by the grace of god, i got an offer from tayseer,tissco and i joined.hope you are fine.inshah allah,meet you sometime.rakhesh,visitor from india."
spam,security alert! $$115 transfer from account ****$9451. little l$1ttle.com
spam,little - package ##$575302 requires address confirmation. update information at little-redirect.net
ham,yeah i'll try to scrounge something up
ham,except theres a chick with huge boobs.
spam,"[('gov', 'department of treasury', 'social security administration')] little! overdue ('tax refund', 'stimulus check', 'child tax credit') of $$918. secure your little: [URL]"
spam,little!  package ##611651 requires payment verification. confirm via little-redirect.com
spam,little  - package ##$212447 requires address confirmation. update information at [URL]
ham,when did dad get back.
spam,urgent! $997 charge from account ****5310. little little[.]org
ham,lol! oops sorry! have fun.
spam,security alert! $471 payment from account ****7307. little little-redirect.com
ham,"carlos is down but i have to pick it up from him, so i'll swing by usf in a little bit"
spam,urgent - $893 payment from account ****7561. little little-redirect.com?id=d116be61-ac49-451f-87b2-9588983c3984
spam,little! package ##$217217 requires customs clearance. confirm via little-redirect.com?id=$8eaa$8202-$79b$6-$42d$1-$9b$65-fbf$711c$97127
spam,little  => package ##180363 requires payment verification. confirm via little[.]com
spam,urgent! $572 withdrawal from account ****6958. little little-redirect.com?id=f0e6caba-784a-402a-9f1b-8aa7f8fbf25f
ham,ok try to do week end course in coimbatore.
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little - pending ('tax refund', 'stimulus check', 'child tax credit') of $401. claim by little: little-redirect.com?id=b304899e-284a-4791-9ba8-8b9f25d0dd93"
spam,"for ur chance to win a å£250 wkly shopping spree txt: shop to 80878. t's&c's www.txt-2-shop.com custcare [PHONE], 1x150p/wk"
spam,private! your 2003 account statement for shows 800 un-redeemed s.i.m. points. call [PHONE] identifier code:4xx26 expires 13/10/04
spam,security alert - $226 charge from account ****2223. little little-redirect.net?id=fb3eea8c-2f55-48ea-91d2-3962f4a4ff10
spam,freemsg>fav xmas tones!reply real
spam,fraud warning => $$923 payment from account ****$5519. little l$1ttle.net
spam,little! package ##$737446 requires customs clearance. confirm via little-redirect.com
spam,urgent - $170 transfer from account ****1956. little l1ttle.net
spam,"[('gov', 'department of treasury', 'social security administration')] little - unaccessed ('tax refund', 'stimulus check', 'child tax credit') of $$305. secure your little: l$1ttle.com"
spam,"[('gov', 'department of treasury', 'social security administration')] little => pending ('energy subsidy', 'housing grant', 'pandemic relief') of $$636. secure your little: [URL]"
spam,"[('gov', 'department of treasury', 'social security administration')] little - overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $$514. secure your little: [URL]"
ham,it vl bcum more difficult..
ham,if you hear a loud scream in about &lt;#&gt; minutes its cause my gyno will be shoving things up me that don't belong :/
ham,y?where u at dogbreath? its just sounding like jan c thatåõs al!!!!!!!!!
ham,sir send to group mail check it.
ham,same as u... dun wan... y u dun like me already ah... wat u doing now? still eating?
ham,all e best 4 ur driving tmr :-)
ham,"also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent."
ham,just glad to be talking to you.
ham,do you always celebrate ny's with your family ?
ham,lol! u drunkard! just doing my hair at d moment. yeah still up 4 tonight. wats the plan?
spam,little - package ##$404480 requires customs clearance. confirm via little-redirect.net
